遗址名称,关系类型,关系名称,主体,主体类型,客体,客体类型,页码,置信度,上下文
"昌都卡若","REL_UNIT_TYPE","类型为","F6","遗迹编号","灶址","遗迹类型",12,0.65," thhk (Z)  图版一五 F12内灶址  图版一六 圆形台面 (MI2) 和房"
"昌都卡若","REL_UNIT_TYPE","类型为","F20","遗迹编号","灶址","遗迹类型",12,0.65," thhk (Z)  图版一五 F12内灶址  图版一六 圆形台面 (MI2) 和房"
"昌都卡若","REL_UNIT_TYPE","类型为","L2","遗迹编号","灶址","遗迹类型",12,0.65," thhk (Z)  图版一五 F12内灶址  图版一六 圆形台面 (MI2) 和房"
"昌都卡若","REL_SITE_CONTAINS","包含","昌都卡若","遗址名称","T2","遗迹编号",18,0.7,"化堆积  卡车遗址的文化堆积，以TI1、T2、T3、T4、T5的中部为界〈图三，A)"
"昌都卡若","REL_SITE_CONTAINS","包含","昌都卡若","遗址名称","T3","遗迹编号",18,0.7,"  卡车遗址的文化堆积，以TI1、T2、T3、T4、T5的中部为界〈图三，A) ， "
"昌都卡若","REL_SITE_CONTAINS","包含","昌都卡若","遗址名称","T4","遗迹编号",18,0.7,"车遗址的文化堆积，以TI1、T2、T3、T4、T5的中部为界〈图三，A) ， 大体分"
"昌都卡若","REL_SITE_CONTAINS","包含","昌都卡若","遗址名称","F12","遗迹编号",18,0.7,"。  此层发现石墙房基3座，编号为F5、F12、F30，均为半地穴式建筑，分布于南区的"
"昌都卡若","REL_SITE_CONTAINS","包含","昌都卡若","遗址名称","F30","遗迹编号",18,0.7,"层发现石墙房基3座，编号为F5、F12、F30，均为半地穴式建筑，分布于南区的 北部。"
"昌都卡若","REL_SITE_CONTAINS","包含","昌都卡若","遗址名称","L2","遗迹编号",18,0.7,"的 北部。另发现石铺路两条，编号为L1、L2;， 和残石墙遗迹两处，编号为Q1、Q2"
"昌都卡若","REL_SITE_CONTAINS","包含","昌都卡若","遗址名称","Q2","遗迹编号",18,0.7,"L2;， 和残石墙遗迹两处，编号为Q1、Q2;，圆 石台 两处，编号为TAIL、TA"
"昌都卡若","REL_UNIT_EXCAVATES","出土","T2","遗迹编号","骨锥","ocr",18,0.6,"化堆积  卡车遗址的文化堆积，以TI1、T2、T3、T4、T5的中部为界〈图三，A)  HHL, H"
"昌都卡若","REL_UNIT_EXCAVATES","出土","T2","遗迹编号","骨针","ocr",18,0.6,"化堆积  卡车遗址的文化堆积，以TI1、T2、T3、T4、T5的中部为界〈图三，A) L, HW >"
"昌都卡若","REL_UNIT_EXCAVATES","出土","T3","遗迹编号","骨锥","ocr",18,0.6,"  卡车遗址的文化堆积，以TI1、T2、T3、T4、T5的中部为界〈图三，A) ，   HHL, H"
"昌都卡若","REL_UNIT_EXCAVATES","出土","T3","遗迹编号","骨针","ocr",18,0.6,"  卡车遗址的文化堆积，以TI1、T2、T3、T4、T5的中部为界〈图三，A) ，  L, HW >"
"昌都卡若","REL_UNIT_EXCAVATES","出土","T4","遗迹编号","骨锥","ocr",18,0.6,"车遗址的文化堆积，以TI1、T2、T3、T4、T5的中部为界〈图三，A) ， 大体分  HHL, H"
"昌都卡若","REL_UNIT_EXCAVATES","出土","T4","遗迹编号","骨针","ocr",18,0.6,"车遗址的文化堆积，以TI1、T2、T3、T4、T5的中部为界〈图三，A) ， 大体分 L, HW >"
"昌都卡若","REL_UNIT_EXCAVATES","出土","F12","遗迹编号","骨锥","ocr",18,0.6,"。  此层发现石墙房基3座，编号为F5、F12、F30，均为半地穴式建筑，分布于南区的  HHL, "
"昌都卡若","REL_UNIT_EXCAVATES","出土","F12","遗迹编号","骨针","ocr",18,0.6,"。  此层发现石墙房基3座，编号为F5、F12、F30，均为半地穴式建筑，分布于南区的 L, HW "
"昌都卡若","REL_UNIT_EXCAVATES","出土","F30","遗迹编号","骨锥","ocr",18,0.6,"层发现石墙房基3座，编号为F5、F12、F30，均为半地穴式建筑，分布于南区的 北部。  HHL, "
"昌都卡若","REL_UNIT_EXCAVATES","出土","F30","遗迹编号","骨针","ocr",18,0.6,"层发现石墙房基3座，编号为F5、F12、F30，均为半地穴式建筑，分布于南区的 北部。 L, HW "
"昌都卡若","REL_UNIT_EXCAVATES","出土","L2","遗迹编号","骨锥","ocr",18,0.6,"的 北部。另发现石铺路两条，编号为L1、L2;， 和残石墙遗迹两处，编号为Q1、Q2  HHL, H"
"昌都卡若","REL_UNIT_EXCAVATES","出土","L2","遗迹编号","骨针","ocr",18,0.6,"的 北部。另发现石铺路两条，编号为L1、L2;， 和残石墙遗迹两处，编号为Q1、Q2 L, HW >"
"昌都卡若","REL_UNIT_EXCAVATES","出土","Q2","遗迹编号","骨锥","ocr",18,0.6,"L2;， 和残石墙遗迹两处，编号为Q1、Q2;，圆 石台 两处，编号为TAIL、TA  HHL, H"
"昌都卡若","REL_UNIT_EXCAVATES","出土","Q2","遗迹编号","骨针","ocr",18,0.6,"L2;， 和残石墙遗迹两处，编号为Q1、Q2;，圆 石台 两处，编号为TAIL、TA L, HW >"
"昌都卡若","REL_MEASUREMENT","测量为","T2","遗迹编号","150厘米","测量数据",18,0.55,"、北两区。南区文化堆积分二层，.厚70一150厘米，深约250厘米。北区文化堆积分四 层，"
"昌都卡若","REL_MEASUREMENT","测量为","T2","遗迹编号","250厘米","测量数据",18,0.55,"化堆积分二层，.厚70一150厘米，深约250厘米。北区文化堆积分四 层，厚130一200"
"昌都卡若","REL_MEASUREMENT","测量为","T2","遗迹编号","320厘米","测量数据",18,0.55,"堆积分四 层，厚130一200砷米，深约320厘米。两区文化堆积虽存在厚薄及土质、土 色 "
"昌都卡若","REL_MEASUREMENT","测量为","T2","遗迹编号","50厘米","测量数据",18,0.55,"。a. 现代堆积，有煤渣和石子，厚25一50厘米。b.红褐色土  层， 质较坚硬， 厚2"
"曾侯乙墓","REL_SITE_ERA","年代为","曾侯乙墓","遗址名称","东周","年代",6,0.5,"..川.. ( 年 第二节 465  为东周考古学研究提供了新的实例........"
"曾侯乙墓","REL_STRATIGRAPHY","层位关系","曾侯乙墓","遗址名称","叠压","层位关系",15,0.6,"北室中最大的难点基甲I~l 片一大 ;堆叠压在一起，如果分居一片片*取的话，不只很费"
"曾侯乙墓","REL_SITE_ERA","年代为","曾侯乙墓","遗址名称","战国","年代",19,0.5,"12  曾侯乙 E在 战国晚期至秦汉。湖北襄阳等地秦汉墓中，出土过"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","S4","遗迹编号",38,0.7,"80  0.72  1 .72  。- S4 : 弧 E.C. 6  2.04  0"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","D8","遗迹编号",38,0.7,"J. 篝徽sõl W .C. 7  I.D8  。.70 0.68  1.11  。"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","G9","遗迹编号",38,0.7,".I O  1 .99  。.15 。.G9 1 .65  。.44 。-‘2 s'"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","S4","遗迹编号","凿","text",38,0.6,"80  0.72  1 .72  。- S4 : 弧 E.C. 6  2.04  0 成，壁板内侧'"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","S4","遗迹编号","饰","text",38,0.6,"80  0.72  1 .72  。- S4 : 弧 E.C. 6  2.04  0 .底怎 巴.盖"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","D8","遗迹编号","凿","text",38,0.6,"J. 篝徽sõl W .C. 7  I.D8  。.70 0.68  1.11  。 成，壁板内侧'"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","D8","遗迹编号","饰","text",38,0.6,"J. 篝徽sõl W .C. 7  I.D8  。.70 0.68  1.11  。 .底怎 巴.盖"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","G9","遗迹编号","凿","text",38,0.6,".I O  1 .99  。.15 。.G9 1 .65  。.44 。-‘2 s' 成，壁板内侧'"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","G9","遗迹编号","饰","text",38,0.6,".I O  1 .99  。.15 。.G9 1 .65  。.44 。-‘2 s' .底怎 巴.盖"
"曾侯乙墓","REL_MEASUREMENT","测量为","S4","遗迹编号","
11. m","测量数据",38,0.55,".71  1.12  。.51 。.47 11. mlUl  W.C.5  1.90  。."
"曾侯乙墓","REL_MEASUREMENT","测量为","D8","遗迹编号","
11. m","测量数据",38,0.55,".71  1.12  。.51 。.47 11. mlUl  W.C.5  1.90  。."
"曾侯乙墓","REL_MEASUREMENT","测量为","G9","遗迹编号","
11. m","测量数据",38,0.55,".71  1.12  。.51 。.47 11. mlUl  W.C.5  1.90  。."
"曾侯乙墓","REL_STRATIGRAPHY","层位关系","曾侯乙墓","遗址名称","叠压","层位关系",43,0.6,"部等e 因玉饰等数虽较 多，出土肘有层层叠压现象〈阁三四A 、B 、 0 1 圄版二"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","J63","遗迹编号",44,0.7,"62.  马在叫勾边形f!l锡t~1i J63. :命; p l 勾也形价I;i饰 1"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","J67","遗迹编号",44,0.7,"165 . )向 166 . #.j  J67 . :木'-; 168 . 箭前面u "
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","L91","遗迹编号",44,0.7,"t; wi纺始j修桥 190 .卫坠饰 L91. 石坐 192 .琵(~ itlll "
"曾侯乙墓","REL_MEASUREMENT","测量为","J63","遗迹编号","1m","测量数据",44,0.55,"10 . }码悯 2H . 刽，iJ 自1m 215 . ~1甘袱， 1 去 216"
"曾侯乙墓","REL_MEASUREMENT","测量为","J67","遗迹编号","1m","测量数据",44,0.55,"10 . }码悯 2H . 刽，iJ 自1m 215 . ~1甘袱， 1 去 216"
"曾侯乙墓","REL_MEASUREMENT","测量为","L91","遗迹编号","1m","测量数据",44,0.55,"10 . }码悯 2H . 刽，iJ 自1m 215 . ~1甘袱， 1 去 216"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","G8","遗迹编号",46,0.7,"部 G~. 玉耶惚 65 . 3i耶饰 G8. 3i销 的.玉$饰I 58. 3i坠"
"曾侯乙墓","REL_MEASUREMENT","测量为","G8","遗迹编号"," 1m","测量数据",46,0.55,".串串军最I 242 . 王饶 243. 1m  木棒1 24<1. 管形玉~ 245"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","L67","遗迹编号",47,0.7,"离 165  锅.& 166 .锁炭妒 L67 .铜漏铲 168 . 钢事1; ( 1"
"曾侯乙墓","REL_MEASUREMENT","测量为","L67","遗迹编号","
3. m","测量数据",47,0.55,"图 •  •  团三五 中窒苦苦物分布图 3. m (残) 6 . 钟槌 7.竹窃〈米取)"
"曾侯乙墓","REL_MEASUREMENT","测量为","L67","遗迹编号","
79. m","测量数据",47,0.55," 席 77 . 在f柄鼓 78 .法戴槌 79. m  80 . 漆木豆 81 . 奇k槌E"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","S9","遗迹编号",48,0.7,"葛t告2~卡的 I Lt邬m 码~16'S9 111糠_'t9 U哥哥揣'&9 ~("
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","S9","遗迹编号","尊","text",48,0.6,"葛t告2~卡的 I Lt邬m 码~16'S9 111糠_'t9 U哥哥揣'&9 ~( OZ ~挺ú~"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","S9","遗迹编号","豆","text",48,0.6,"葛t告2~卡的 I Lt邬m 码~16'S9 111糠_'t9 U哥哥揣'&9 ~( 0创1 臣蹄I"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","S9","遗迹编号","镜","text",48,0.6,"葛t告2~卡的 I Lt邬m 码~16'S9 111糠_'t9 U哥哥揣'&9 ~( 'I l  哥"
"曾侯乙墓","REL_SITE_ERA","年代为","曾侯乙墓","遗址名称","三国","年代",48,0.5,"导?再带§苦5Z=E喜军~~ (8) ￥三国 *迦o'o r I  i , ,  O"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","J06","遗迹编号",66,0.7,"J06  曾侯乙墓 厘米，重11 . 4 公斤"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","J06","遗迹编号","盘","text",66,0.6,"J06  曾侯乙墓 厘米，重11 . 4 公斤 1/6或1/7 )的不同理解，或i且含锡盘为16 ."
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","J06","遗迹编号","钟","text",66,0.6,"J06  曾侯乙墓 厘米，重11 . 4 公斤 11 . 4 公斤;上. 3 . 1为钮钟中的1&:"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","J06","遗迹编号","饰","text",66,0.6,"J06  曾侯乙墓 厘米，重11 . 4 公斤 二十六块陶范和泥芯组成z) 0  钟体纹饰的形成，以"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","J06","遗迹编号","铃","text",66,0.6,"J06  曾侯乙墓 厘米，重11 . 4 公斤 击面〈即正面〉的正 I 】过去也上的先帮铃IIH且H"
"曾侯乙墓","REL_MEASUREMENT","测量为","J06","遗迹编号"," 5厘米","测量数据",66,0.55," . 77，钟口10 . 5 x 8 . 5厘米，革2 . 4公斤〈困五六3 国版三八九"
"曾侯乙墓","REL_MEASUREMENT","测量为","J06","遗迹编号","20毫米","测量数据",66,0.55,"视，其钟口部位亦有 较密集的疏松和5 x20毫米大的夹杂物，可知挠口亦在钟口沿处，即倒着"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","G4","遗迹编号",71,0.7,"构成1) 0 若单以音响将组编排，可在"G4 - 37 至DT - 15 跨 过两个"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","G4","遗迹编号","刀","text",71,0.6,"构成1) 0 若单以音响将组编排，可在"G4 - 37 至DT - 15 跨 过两个 程。 又中. "
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","G4","遗迹编号","豆","text",71,0.6,"构成1) 0 若单以音响将组编排，可在"G4 - 37 至DT - 15 跨 过两个   飞p 回 "
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","G4","遗迹编号","尊","text",71,0.6,"构成1) 0 若单以音响将组编排，可在"G4 - 37 至DT - 15 跨 过两个 ι D!t!法"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","G4","遗迹编号","钟","text",71,0.6,"构成1) 0 若单以音响将组编排，可在"G4 - 37 至DT - 15 跨 过两个 羽" tt 宫"
"曾侯乙墓","REL_SITE_ERA","年代为","曾侯乙墓","遗址名称","东周","年代",75,0.5,"  曾侯乙l!1 D  D  句 曾国与东周各田德.t对照型If' 'O!ilbEI"
"曾侯乙墓","REL_SITE_ERA","年代为","曾侯乙墓","遗址名称","战国","年代",86,0.5," i丘旁，因其形近钟槌，不 象历来多见的战国时期头作球状的鼓饱，故定为罄槌.经用复制"
"曾侯乙墓","REL_SITE_CONTAINS","包含","曾侯乙墓","遗址名称","F6","遗迹编号",87,0.7,"的实验磐，测得级领为748HZ，相当 #F6 + 19 ，与套用自~国彩绘黯推出的半"
"曾侯乙墓","REL_UNIT_EXCAVATES","出土","F6","遗迹编号","钟","text",87,0.6,"的实验磐，测得级领为748HZ，相当 #F6 + 19 ，与套用自~国彩绘黯推出的半 、卅丸" 0 "
"曾侯乙墓","REL_SITE_ERA","年代为","曾侯乙墓","遗址名称","春秋","年代",87,0.5,"贺家村~Il 商用怒，山东富商 大店M2春秋磨，山东!监淄郎家庄Ml东周磐，山西万荣"
"曾侯乙墓","REL_SITE_ERA","年代为","曾侯乙墓","遗址名称","东周","年代",87,0.5,"商 大店M2春秋磨，山东!监淄郎家庄Ml东周磐，山西万荣庙前村的战国磨，湖北江段的楚"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","K871","遗迹编号",3,0.7,"文化 - 发据报告 - 刘阳市 WV. K871. 183  中国版本图书馆 CIP W"
"枣阳雕龙碑","REL_UNIT_EXCAVATES","出土","K871","遗迹编号","环","ocr",3,0.6,"文化 - 发据报告 - 刘阳市 WV. K871. 183  中国版本图书馆 CIP W 古学先秦史"
"枣阳雕龙碑","REL_SITE_ERA","年代为","枣阳雕龙碑","遗址名称","新石器时代","年代",3,0.5," ~ 1992 年发据湖北省束阳市柯龙碑新石器时代遗址的全部田野考古发所资料， UAE O"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","F15","遗迹编号",7,0.7,"质门框和推拉 式层门结构遗迹。本报告对 F15 和 P19 等房屋的发所资料进行了较深"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","P19","遗迹编号",7,0.7," 式层门结构遗迹。本报告对 F15 和 P19 等房屋的发所资料进行了较深信的研究，作"
"枣阳雕龙碑","REL_SITE_ERA","年代为","枣阳雕龙碑","遗址名称","新石器时代","年代",7,0.5,"记阳市雕龙碑遗址的田野考古报告，这是我国新石器时代考古学上的一项重要新成果。  膨龙碑记址"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","F7","遗迹编号",13,0.7," RT  插表目录  FI 柱洞登记表 F7 柱洞登记表 Fé 柱洞登记表 Fl13"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","F20","遗迹编号",13,0.7,"13 柱洞登记表 FI4 柱洞登记表， F20 BCR FAS 出土遗物统计表， FI"
"枣阳雕龙碑","REL_SITE_ERA","年代为","枣阳雕龙碑","遗址名称","新石器时代","年代",13,0.5,"、南亚人种头骨测量的比较  惠阳组与其他新石器时代颅骨的 11 项测量平均值比较 对比组在"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","T1906","遗迹编号",14,0.7,"            (插页) 图五 T1906 ~ T1909 AMAA 图六 120"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","T1909","遗迹编号",14,0.7,"    (插页) 图五 T1906 ~ T1909 AMAA 图六 12013 ~ T20"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","T2016","遗迹编号",14,0.7,"909 AMAA 图六 12013 ~ T2016 PREAAITT ， B+ 72209"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","T2209","遗迹编号",14,0.7,"9 北壁剖面… PEL 12205 ~ T2209 REMIT ~ 图九 FI1 平、剂面"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","H38","遗迹编号",14,0.7,"~ 图九 FI1 平、剂面图 … 图一 H38 平、剖面图 图一一“H41 平、剖面图"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","H41","遗迹编号",14,0.7," … 图一 H38 平、剖面图 图一一“H41 平、剖面图 图一二 Hoy, HHA "
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","H35","遗迹编号",14,0.7,"面图 图一二 Hoy, HHA 图一三“H35 平、前面图 图一四“H40 平、剖面图"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","H40","遗迹编号",14,0.7,"A 图一三“H35 平、前面图 图一四“H40 平、剖面图 图一五 M88 平、剖面图"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","M88","遗迹编号",14,0.7,"图 图一四“H40 平、剖面图 图一五 M88 平、剖面图 图一六“M80 平 、剖面"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","M80","遗迹编号",14,0.7,"图 图一五 M88 平、剖面图 图一六“M80 平 、剖面图 图一七”Mi05 平面图"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","M124","遗迹编号",14,0.7," 图一七”Mi05 平面图 … BAA M124, ame BA M29 平面图 … 图"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","M29","遗迹编号",14,0.7," … BAA M124, ame BA M29 平面图 … 图二DO Iss, Mme"
"枣阳雕龙碑","REL_SITE_CONTAINS","包含","枣阳雕龙碑","遗址名称","M3","遗迹编号",15,0.7,"Ply, Fre, FSR,  剖面图 M3 平、剂面图 - M4 平、剂面图 M2"
